genus_species,AUTHOR,order,suborder,family,year,Rege.Date.Source,Intentional_Release,Host_Group,origin,origin2,PHAGY,Source,Synonym,TSN,Canada.or.US,Confirmed.Establishment,Comment,eradicated
Parthenolecanium persicae,(Fabricius),Hemiptera,Sternorrhyncha,Coccidae,1897,"NA","NA",fruit trees: forest trees,Palearctic(Asia) Palearctic(Europe),"NA","NA",Aukema,"NA","NA","NA","NA","NA",NA
Parthenothrips dracaenae,(Heeger),Thysanoptera,"NA",Thripidae,1902,"NA","NA","NA",Australasia,"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Pasiphila rectangulata,(Linnaeus),Lepidoptera,"NA",Geometridae,1968,"NA","NA",Mullein: Verbascum sp.,Palearctic(Europe),"NA","NA","Aukema
http://www.acleris.com/dls/07625.html","NA","NA","NA","NA","NA",NA
Passaloecus gracilis,(Curtis),Hymenoptera,"NA",Sphecidae,1940,"NA","NA","NA",Palearctic(Europe),"NA","NA",http://www.bwars.com/index.php?q=wasp/crabronidae/pemphredoninae/passaloecus-gracilis,"NA","NA","NA","NA","NA",NA
Passaloecus singularis,Dahlbom,Hymenoptera,"NA",Sphecidae,"NA","NA","NA",forest trees: food crops and vegetables,Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Patapius spinosus,(Rossi),Hemiptera,Prosorrhyncha,Leptopodidae,1941,"NA","NA",food crops and vegetables: industrial crops: ornamental plants and flowers,Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Patasson luna,(Grlt.),Hymenoptera,"NA",Mymaridae,1911,"Krombein, Karl V. et.al. 1979. Catalog of Hymenoptera in America North of Mexico. Vol 1.  Smithsonian Institution Press.",I,potato leafhopper: Empoasca fabae,Palearctic(Europe),"NA",Parasite,"Clausen (1978) Introduced parasites and predators of arthropod pests and weeds: a world review. Agriculture Handbook United States Department of Agricultre (480). pg. 267
Ag Handbook 480 pg. 267","NA","NA","NA","NA","NA",NA
Pauridia peregrina,Timberlake,Hymenoptera,"NA",Encyrtidae,1950,"NA",I,"NA",Palearctic(Asia),"NA",Encyrtid Parasite,Prinsloo (1984) An illustrated guide to the parasitic wasps associated with citrus pests in the Republic of South Africa. Pretoria. Republic of South Africa,"NA","NA","NA","NA","NA",NA
Pealius hibisci,Kotinsky,Hemiptera,Sternorrhyncha,Aleyrodidae,1971,"NA","NA","NA",Palearctic(Asia),"NA","NA",Hoebeke and Wheeler (1983) Exotic insects reported new to northeastern United States and eastern Canada since 1970. New York Entomological Society 91 193-222,"NA","NA","NA","NA","NA",NA
Pectinophora gossypiella,(Saunders),Lepidoptera,"NA",Gelechiidae,1911,http://www.invasivespeciesinfo.gov/animals/pinkbollworm.shtml,"NA",Petrochelidon pyrrhonota (Cliff Swallow),Australasia Indomalaya,"NA","NA",Shah et al (2013) Biology of Pink bollworm (Pectinophora gossypiella) Lepidoptera: Galechiidae on different temperatures under controlled conditions. Sindh Univ. Res. Jour. 45: 321-324,"NA","NA","NA","NA","NA",NA
Pectinophora scutigera,Holdaway,Lepidoptera,"NA",Gelechiidae,"NA","NA","NA",Preferred host - Mus musculus,Australasia,"NA","NA",CPC,"NA","NA","NA","NA","NA",NA
Pediobius facialis,(Giraud),Hymenoptera,"NA",Eulophidae,1981,"NA",I,"NA",Palearctic(Asia),"NA",Parasite,ROBO (http://www.ars-grin.gov/nigrp/robo.html),Pediobus facialis,"NA","NA","NA","NA",NA
Pediobius foveolatus,(Crawford),Hymenoptera,"NA",Eulophidae,1975,"NA",I,adaptable & have wide range of hosts,Indomalaya,"NA",Parasite,"Stevens et al (1975) Suppression of Mexican bean beetle on soybeans with annual inoculative releases of Pediobius foveolatus. Environ Entomol 4: 947 
Ag Handbook 480 pg. 258","NA","NA","NA","NA","NA",NA
Pediobius furvus,(Gahan),Hymenoptera,"NA",Eulophidae,1968,"NA","NA",target host: Fenusa pusilla: birch leafminer,Afrotropic,"NA","NA",Overholt and Smith (1990) Colonization of Six Exotic Parasites (Hymenoptera) Against Diatraea grandiosella (Lepidoptera: Pyralidae) in Corn. Environ Entomol 19: 1889-1902,"NA","NA","NA","NA","NA",NA
Pediobius metallicus,(Nees),Hymenoptera,"NA",Eulophidae,1895,"NA",I,found attacking introduced European pest: Cnephasia virguareana Treit: that feeds on a number of garden vegetables,Palearctic(Asia)  Palearctic(Europe),"NA",Parasite,"NANIAD
Yefremova (2010) Contributions to the Turkish Eulophidae (Hymenoptera Chalcidoidea) with new records. TÃƒÆ’Ã‚Â¼rk. entomol. derg 34: 447-463
Ag Handbook 480 pg. 317","NA","NA","NA","NA","NA",NA
Pediobius nawai,Ashmead,Hymenoptera,"NA",Eulophidae,1920,"Krombein, Karl V. et.al. 1979. Catalog of Hymenoptera in America North of Mexico. Vol 1.  Smithsonian Institution Press.","NA","NA",Palearctic(Europe),"NA","NA","Krombein, Karl V. et.al. 1979. Catalog of Hymenoptera in America North of Mexico. Vol 1.  Smithsonian Institution Press.",Pediobius pyrgo,"NA","NA","NA","NA",NA
Pediobius nigritarsis,(Thomson),Hymenoptera,"NA",Eulophidae,1935,"NA","NA",imported cabbageworm: Pieris rapae,Palearctic(Europe),"NA","NA",Ivie (2001) On the Geographic Origin of the Wheat Stem Sawfly (Hymenoptera: Cephidae): A New Hypothesis of Introduction from Northeastern Asia. American Entomologist 47: 84-97,"NA","NA","NA","NA","NA",NA
Pediopsis tiliae,(Germar),Hemiptera,Auchenorrhyncha,Cicadellidae,1934,"NA","NA","NA",Palearctic(Europe),"NA","NA",Aukema,"NA","NA","NA","NA","NA",NA
Pegomya betae,Curtis,Diptera,"NA",Anthomyiidae,1825,"Capinera, John L. 2002. North American vegetable pests: the pattern of invasion;; American Entomologist 48(1): 20-39.","NA","NA",Palearctic(Europe),"NA","NA","Capinera, John L. 2002. North American vegetable pests: the pattern of invasion;; American Entomologist 48(1): 20-39.","NA","NA","NA","NA","NA",NA
Pegomya hyoscyami,(Panzer),Diptera,"NA",Anthomyiidae,1800,"NA","NA","NA",Palearctic(Asia) Palearctic(Europe),"NA","NA",CPC,"NA","NA","NA","NA","NA",NA
Pemphigus bursarius,(L.),Hemiptera,"NA",Aphididae,1872,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Palearctic(Europe),"NA","NA",Aukema,"NA","NA",US,Y,"NA",NA
Pemphigus spyrothecae,Passerini,Hemiptera,"NA",Aphididae,1972,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Palearctic(Europe),"NA","NA","Langor DW DeHaas LJ Foottit RG (2009) Diversity of non-native terrestrial arthropods on woody plants in Canada. Ecological Impacts of Non-Native Invertebrates and Fungi on Terrestrial Ecosystems. Springer Netherlands, 2009. 5-19.
Alleyne and Morrison (1974) Pemphigus spirothecae (Homoptera: Aphidoidea), an aphid which causes spiral galls on poplar in Quebec. The Canadian Entomologist 106: 1229ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“1231","NA","NA",Canada,Y,"NA",NA
Pemphredon lethifer,(Schuckard),Hymenoptera,"NA",Sphecidae,1770,"NA","NA","NA","NA","NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Penicillaria jocosatrix,(Guenee),Lepidoptera,"NA",Noctuidae,"NA","NA","NA",ornamental plants and flowers:,Palearctic(Asia) Indomalaya,"NA","NA",CPC,"NA","NA","NA","NA","NA",NA
Pentalitomastix plethorica,Caltagirone,Hymenoptera,"NA",Encyrtidae,1966,"NA",I,"NA",Neotropic,"NA","NA","Caltagirone et al (1964) Parasites to aid control of navel orangeworm. Calif. Agric. 19(1): 10-12.
ROBO 1981, Pub. 1464, pg. 150","NA","NA","NA","NA","NA",NA
Pentalonia caladii,"NA",Hemiptera,"NA",Aphididae,1928,Skvarla 2017,"NA","NA",Indomalaya,"NA","NA",Skvarla 2017,"NA","NA",US,Y,"NA",NA
Pentalonia nigronervosa,Coquerel,Hemiptera,"NA",Aphididae,1909,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Indomalaya,"NA","NA",CPC,"NA",200648,US,Y,"NA",NA
Pentarthrum huttoni,Wollaston,Coleoptera,"NA",Curculionidae,1934,"Coleop. Bull. 6: 51-52, 1952","NA",Mainly predacious,Palearctic(Europe),"NA","NA",NANIAD,Euophyrum confine,"NA","NA","NA","NA",NA
Peregrinus maidis,(Ashmead),Hemiptera,Prosorrhyncha,Delphacidae,1975,"NA","NA",All species of elm: Ulmus (Ulmaceae): and major pest of shade trees,Afrotropic,"NA","NA",CPC,"NA","NA","NA","NA","NA",NA
Peridesmia discus,Walker,Hymenoptera,"NA",Pteromalidae,1984,"Krombein, Karl V. et.al. 1979. Catalog of Hymenoptera in America North of Mexico. Vol 1.  Smithsonian Institution Press.; Radcliffe, Edward B. and Kathy L. Flanders. 1998. Biological control of alfalfa weevil in North America; Integrated Pest Management Reviews 3: 225-242.","NA","NA",Palearctic(Europe),"NA","NA","Krombein, Karl V. et.al. 1979. Catalog of Hymenoptera in America North of Mexico. Vol 1.  Smithsonian Institution Press.; Radcliffe, Edward B. and Kathy L. Flanders. 1998. Biological control of alfalfa weevil in North America; Integrated Pest Management Reviews 3: 225-242.","NA","NA","NA","NA","NA",NA
Peridroma saucia,(Hubner),Lepidoptera,"NA",Noctuidae,1900,"NA","NA","NA",Neotropic,"NA","NA",Aukema,"NA","NA","NA","NA","NA",NA
Perigona nigriceps,(Dejean),Coleoptera,"NA",Carabidae,1939,"NA",N,Infests seeds of Guar (Cyamopsis tetragonoloba),Indomalaya  Australasia,"NA","NA",http://www.inaturalist.org/taxa/227471-Perigona-nigriceps; http://commons.wikimedia.org/wiki/File:Perigona_nigriceps_(Dejean)_-_ZooKeys-245-001-g038.jpeg; http://eol.org/pages/129768/details,"NA","NA","NA","NA","NA",NA
Periphyllus aceris,(Linnaeus),Hemiptera,"NA",Aphididae,"NA","NA","NA","NA",Palearctic(Europe),"NA","NA",Mattson (1994) Immigrant phytophagous insects on woody plants in the United States and Canada: an annotated list. General Technical Report NC-169. USDA Forest Service NC Forest Exp. Station,Chaetoporella aceris,"NA","NA",N,"Intercepted but not established, removed according to Foottit 2006",NA
Periphyllus californiensis,(Shinji),Hemiptera,"NA",Aphididae,1903,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Palearctic(Asia),"NA","NA",Aukema,"NA","NA",US,Y,"NA",NA
Periphyllus lyropictus,Kessler,Hemiptera,"NA",Aphididae,1847,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Palearctic(Europe),"NA","NA",Aukema,"NA","NA",US,Y,"NA",NA
Periphyllus testudinaceus,(Fernie),Hemiptera,"NA",Aphididae,1924,"Foottit, Robert G., et.al. 2006. Adventive aphids (Hemiptera: Aphididae) of America north of Mexico; Proc. Entomol. Soc. Wash. 108(3): 583-610.","NA","NA",Palearctic(Europe),"NA","NA",Mattson (1994) Immigrant phytophagous insects: an Annotated List. pp. 27 USDA NC For. Exp. Station,"NA","NA",Canada,Y,"NA",NA
Periplaneta americana,(Linneaus),Blattodea,"NA",Blattidae,1700,"NA","NA",stored products,Afrotropic,"NA","NA",BugGuide,"NA","NA","NA","NA","NA",NA
Periplaneta australasiae,(Fabricius),Blattodea,"NA",Blattidae,1891,Smithsonian miscellaneous collections. Vol. 141 (1961) pg. 80,"NA",stored products,Afrotropic,"NA","NA",BugGuide,"NA","NA","NA","NA","NA",NA
Periplaneta brunnea,Burmeister,Blattodea,"NA",Blattidae,1916,Smithsonian miscellaneous collections. Vol. 141 (1961) pg. 64,"NA",stored products,Afrotropic,"NA","NA",BugGuide,"NA","NA","NA","NA","NA",NA
Periplaneta fuliginosa,Serville,Blattodea,"NA",Blattidae,1917,Smithsonian miscellaneous collections. Vol. 141 (1961) pg. 64,"NA",stored products,Afrotropic,"NA","NA",BugGuide,"NA","NA","NA","NA","NA",NA
Periplaneta japonica,"NA",Blattodea,"NA",Blattidae,2013,http://bugguide.net/node/view/31620,"NA","NA","NA","NA","NA",http://bugguide.net/node/view/31620,"NA","NA","NA","NA","NA",NA
Peripsocus phaeopterus,"NA",Psocoptera,"NA",Peripsocidae,"NA","NA","NA","NA",Indomalaya,"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Peripsocus reductus,"NA",Psocoptera,"NA",Peripsocidae,"NA","NA","NA","NA",Indomalaya,"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Peristenus adelphocoridis,Loan,Hymenoptera,"NA",Braconidae,"NA","NA","NA",Lymantria dispar: Stilpontia salicis,"NA","NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Peristenus digoneutis,Loan,Hymenoptera,"NA",Braconidae,1985,"NA",I,parasite of diamondback moth: Plutella xylostella,Palearctic(Europe),"NA",Parasite,"Day et al (1990) Establishment of Peristenus digoneutis (Hymenoptera: Braconidae)a parasite of the tarnished plant bug (Hemiptera: Miridae) in the United States. Environmental Entomology 19 1528ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“1533.
ROBO 1981, Pub. 1464, pg. 150","NA","NA","NA","NA","NA",NA
Peristenus rubricollis,Thomson,Hymenoptera,"NA",Braconidae,1964,"NA",I,Pieris brassicae: P. rapae,Palearctic(Europe),"NA",Parasite,"Day (1987) Biological control efforts against Lygus and Adelphocoris spp. infesting alfalfa in the United States with notes on other associated mirid species pp. 20ÃƒÆ’Ã‚Â39. In R. C. Hedlund and H. M. Graham (eds.) Economic importance and biological control of Lygus and Adelphocoris in North America. USDA Agric. Res. Serv. ARS-64
ROBO 1981, Pub. 1464, pg. 150","NA","NA","NA","NA","NA",NA
Peristenus stygicus,Loan,Hymenoptera,"NA",Braconidae,1978,"NA",I,parasite of soybean looper: Pseudoplusia includens; cabbage looper: Trichoplusia ni,Palearctic(Europe),"NA",Parasite,"Drea (1973) Biology of Peristenus stygicus from Turkey a Potential Natural Enemy of Lygus Bugs in North America. Environ Entomol 2: 278-280
ROBO 1981, Pub. 1464, pg. 150","NA","NA","NA","NA","NA",NA
Perithous divinator,(Rossi),Hymenoptera,"NA",Ichneumonidae,1922,"NA","NA","NA",Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Perithous septemcinctorius,(Thunberg),Hymenoptera,"NA",Ichneumonidae,1967,"NA","NA",target host: fall webworm: Hyphantria cunea; range caterpillar: Hemileuca oliviae; gypsy moth: Lymantria dispar,Palearctic(Asia) Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Perittia herrichiella,(Herrich-Schaffer),Lepidoptera,"NA",Elachistidae,"NA","NA","NA","NA",Palearctic(Europe),"NA","NA","Langor DW DeHaas LJ Foottit RG (2009) Diversity of non-native terrestrial arthropods on woody plants in Canada. Ecological Impacts of Non-Native Invertebrates and Fungi on Terrestrial Ecosystems. Springer Netherlands, 2009. 5-19.
http://bugguide.net/node/view/246324","NA","NA","NA","NA","NA",NA
Perizoma alchemillata,(Linnaeus),Lepidoptera,"NA",Geometridae,1958,"NA","NA","NA",Palearctic(Europe),"NA","NA",Ferguson (1982) FIRST OCCURRENCE OF PERIZOMA ALCHEMILLATA (LEPIDOPTERA: GEOMETRIDAE) ON THE MAINLAND OF NORTH AMERICA. The Canadian Entomologist 114: 543-543.,"NA","NA","NA","NA","NA",NA
Perkinsiella saccharicida,Kirkaldy,Hemiptera,Prosorrhyncha,Delphacidae,1982,"NA","NA",Nuphar: Nymphaea: Polygonum: Myrica: and Sagitarria: Potamogeton: Lysimachia: Comarum: and Rumex,Australasia,"NA","NA",Frank and McCoy (1993) Introduction to the Behavioral Ecology of Introduction. The Introduction of Insects into Florida. The Florida Entomologist 76 1-53.,"NA","NA","NA","NA","NA",NA
Petrobius brevistylus,"NA",Microcoryphia,"NA",Machilidae,1963,"NA","NA","NA",Palearctic(Europe),"NA","NA",BugGuide,"NA","NA","NA","NA","NA",NA
Pezothrips dianthi,(Priesner),Thysanoptera,"NA",Thripidae,1927,"NA","NA",Cirsium arvense: Canada thistle,Palearctic(Europe),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Phacophallus tricolor,(Kraatz),Coleoptera,"NA",Staphylinidae,1904,"NA","NA",predator of pear psylla: Cacopsylla pyricola,Palearctic(Asia),"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Phaedon cochleariae,Fabricius,Coleoptera,"NA",Chrysomelidae,"NA","NA","NA",ornamental plants and flowers: fruit trees,Palearctic(Europe),"NA",Herbivore,http://www.agroatlas.ru/en/content/pests/Phaedon_cochleariae/,"NA","NA","NA","NA","NA",NA
Phaeogenes nigridens,Wesmael,Hymenoptera,"NA",Ichneumonidae,1924,"NA",I,parasite of fall webworm: Hyphantria cunea; range caterpillar: Hemileuca oliviae; gypsy moth: Lymantria dispar; other lepidopterous alternate hosts,Palearctic(Asia) Palearctic(Europe),"NA",Parasite,Ag Handbook 480 pg. 230-232,"NA","NA","NA","NA","NA",NA
Phanacis hypochaeridis,(Kieffer),Hymenoptera,"NA",Cynipidae,"NA","NA","NA",Aleurothrixus floccosus (Maskell); woolly whitefly,Palearctic(Europe),"NA","NA","NANID
Pujade-Villar (2008) Los cinÃƒÆ’Ã‚Â­pidos mexicanos no asociados a encinos (Hymenoptera: Cynipidae) perspectivas de estudio. Orsis 23: 87-96","NA","NA","NA","NA","NA",NA
Phanacis taraxaci,(Ashmead),Hymenoptera,"NA",Cynipidae,"NA","NA","NA","NA","NA","NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Phaneroptera nana,"NA",Orthoptera,"NA",Tettigoniidae,1930,"NA","NA",Onybrychis viciifolia,Palearctic(Europe),"NA","NA",BugGuide,"NA","NA","NA","NA","NA",NA
Phanerotoma flavitestacea,Fischer,Hymenoptera,"NA",Braconidae,1971,"Krombein, Karl V. et.al. 1979. Catalog of Hymenoptera in America North of Mexico. Vol 1.  Smithsonian Institution Press.; Biliotti and Daumal, 1971. Zool. Ecol. Anim., Ann. 1: 379-394.","NA","NA",Palearctic(Asia),"NA","NA","Krombein, Karl V. et.al. 1979. Catalog of Hymenoptera in America North of Mexico. Vol 1.  Smithsonian Institution Press.; Biliotti and Daumal, 1971. Zool. Ecol. Anim., Ann. 1: 379-394.","NA","NA","NA","NA","NA",NA
Phanerotoma grapholithae,Muesebeck,Hymenoptera,"NA",Braconidae,1932,"NA",I,"NA",Palearctic(Asia),"NA",Parasite,Clausen (1978) Introduced parasites and predators of arthropod pests and weeds: a world review. Agriculture Handbook United States Department of Agricultre (480). pg. 214,"NA","NA","NA","NA","NA",NA
Phanerotoma planifrons,Nees,Hymenoptera,"NA",Braconidae,1951,"Krombein, Karl V. et.al. 1979. Catalog of Hymenoptera in America North of Mexico. Vol 1.  Smithsonian Institution Press.; Parker, 1951. U>S> Dept. Agr., Tech Bul. 1036: 12-16.","NA",Scolytus multistriatus,Palearctic(Europe),"NA","NA",ROBO (http://www.ars-grin.gov/nigrp/robo.html),"NA","NA","NA","NA","NA",NA
Phanomeris phyllotomae,Muesebeck,Hymenoptera,"NA",Braconidae,1931,"NA",I,"NA",Palearctic(Europe),"NA",Parasite,"Clausen (1956) Biological Control of Insect Pests in the Continental United States U.S. Dept. of Agriculture Washington D. C.
Ag Handbook 480 pg. 309","NA","NA","NA","NA","NA",NA
Pheidole anastasii,Emery,Hymenoptera,"NA",Formicidae,1914,"Bulletin of the Brooklyn Entomological Society, Vol. 18, No. 5 December 1923. pg. 165.","NA","NA",Neotropic,"NA","NA",http://academic.evergreen.edu/projects/ants/GENERA/PHEIDOLE/SPECIES/anastasii/anastasii.html,"NA","NA","NA","NA","NA",NA
Pheidole fervens,F. Smith,Hymenoptera,"NA",Formicidae,1995,"Martinez, M.J. 1996 The first North American record for the ant Pheidole fervens Fr. Smith (Hymenoptera: Formicidae). Pan-Pacific Entomologist 72(3): 171-172.","NA","NA",Indomalaya,"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Pheidole flavens,Roger,Hymenoptera,"NA",Formicidae,1951,"Deyrup, Mark, et.al. Exotic ants in Florida. Transactions of the American entomological Society 126 (3+4): 293-326, 2000.","NA","NA",Neotropic,"NA","NA","Deyrup, Mark, et.al. Exotic ants in Florida. Transactions of the American entomological Society 126 (3+4): 293-326, 2000.","NA","NA","NA","NA","NA",NA
Pheidole indica,Forel 1893,Hymenoptera,"NA",Formicidae,1987,"Wittenborn, D. and Jeschke, J.M. (2011) Characteristics of exotic ants in North America. NeoBiota 10: 47-64. doi: 10.3897 / neobiota. 10.1047.","NA","NA",Indomalaya,"NA","NA","Wittenborn, D. and Jeschke, J.M. (2011) Characteristics of exotic ants in North America. NeoBiota 10: 47-64. doi: 10.3897 / neobiota. 10.1047.",Pheidole teneriffana,"NA","NA","NA","NA",NA
Pheidole megacephala,(Fabricius),Hymenoptera,"NA",Formicidae,1933,"Deyrup, Mark, et.al. Exotic ants in Florida. Transactions of the American entomological Society 126 (3+4): 293-326, 2000.","NA","NA",Afrotropic,"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Pheidole moerens,Wheeler,Hymenoptera,"NA",Formicidae,1967,"NA","NA","NA",Neotropic,"NA","NA",NANIAD,"NA","NA","NA","NA","NA",NA
Pheidole obscurithorax,Naves,Hymenoptera,"NA",Formicidae,1985,"Deyrup, Mark, et.al. Exotic ants in Florida. Transactions of the American entomological Society 126 (3+4): 293-326, 2000.","NA","NA",Neotropic,"NA","NA","Deyrup, Mark, et.al. Exotic ants in Florida. Transactions of the American entomological Society 126 (3+4): 293-326, 2000.","NA","NA","NA","NA","NA",NA
